Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-COPD-HRRP,159,,20.1111,20.3315,31,07/01/2017,12/01/2019
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-HF-HRRP,267,,22.6283,22.4317,61,07/01/2017,12/01/2019
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-HIP-KNEE-HRRP,246,,4.1948,4.0374,11,07/01/2017,12/01/2019
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-PN-HRRP,370,,18.8396,17.2808,76,07/01/2017,12/01/2019
ST MARYS MEDICAL CENTER,260193,MO,READM-30-AMI-HRRP,79,,15.9827,14.5693,18,07/01/2017,12/01/2019
ST MARYS MEDICAL CENTER,260193,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ST MARYS MEDICAL CENTER,260193,MO,READM-30-COPD-HRRP,61,,18.5635,18.6317,11,07/01/2017,12/01/2019
ST MARYS MEDICAL CENTER,260193,MO,READM-30-HF-HRRP,133,,20.5603,20.0398,29,07/01/2017,12/01/2019
ST MARYS MEDICAL CENTER,260193,MO,READM-30-HIP-KNEE-HRRP,N/A,,4.0040,3.7948,Too Few to Report,07/01/2017,12/01/2019
ST MARYS MEDICAL CENTER,260193,MO,READM-30-PN-HRRP,521,,20.2798,16.9149,119,07/01/2017,12/01/2019
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-AMI-HRRP,N/A,,14.1648,14.2846,Too Few to Report,07/01/2017,12/01/2019
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-COPD-HRRP,N/A,,18.9840,20.1273,Too Few to Report,07/01/2017,12/01/2019
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-HF-HRRP,97,,20.7126,21.3841,18,07/01/2017,12/01/2019
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-HIP-KNEE-HRRP,N/A,,3.7361,4.3666,Too Few to Report,07/01/2017,12/01/2019
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-PN-HRRP,189,,18.2013,16.6048,41,07/01/2017,12/01/2019
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-AMI-HRRP,142,,16.2140,15.9500,24,07/01/2017,12/01/2019
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-COPD-HRRP,204,,20.1554,20.4088,40,07/01/2017,12/01/2019
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-HF-HRRP,511,,21.4895,22.4234,107,07/01/2017,12/01/2019
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-HIP-KNEE-HRRP,N/A,,4.9847,4.9274,Too Few to Report,07/01/2017,12/01/2019
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-PN-HRRP,439,,18.4983,17.8078,84,07/01/2017,12/01/2019
FULTON MEDICAL CENTER LLC,260209,MO,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
FULTON MEDICAL CENTER LLC,260209,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
FULTON MEDICAL CENTER LLC,260209,MO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
FULTON MEDICAL CENTER LLC,260209,MO,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
FULTON MEDICAL CENTER LLC,260209,MO,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
FULTON MEDICAL CENTER LLC,260209,MO,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST ALEXIUS HOSPITAL,260210,MO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST ALEXIUS HOSPITAL,260210,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ST ALEXIUS HOSPITAL,260210,MO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST ALEXIUS HOSPITAL,260210,MO,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST ALEXIUS HOSPITAL,260210,MO,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST ALEXIUS HOSPITAL,260210,MO,READM-30-PN-HRRP,44,,17.3266,16.2922,12,07/01/2017,12/01/2019
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-COPD-HRRP,104,,18.5200,17.3474,25,07/01/2017,12/01/2019
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-HF-HRRP,78,,24.6307,21.6299,28,07/01/2017,12/01/2019
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-HIP-KNEE-HRRP,N/A,,4.7289,4.1195,Too Few to Report,07/01/2017,12/01/2019
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-PN-HRRP,150,,15.7252,14.3484,30,07/01/2017,12/01/2019
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-AMI-HRRP,188,,13.7681,14.4743,23,07/01/2017,12/01/2019
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-COPD-HRRP,300,,18.0528,18.2942,53,07/01/2017,12/01/2019
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-HF-HRRP,812,,22.0492,21.7315,180,07/01/2017,12/01/2019
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-HIP-KNEE-HRRP,450,,4.6574,3.9277,24,07/01/2017,12/01/2019
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-PN-HRRP,588,,15.6780,15.9441,91,07/01/2017,12/01/2019
PROGRESS WEST HOSPITAL,260219,MO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PROGRESS WEST HOSPITAL,260219,MO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PROGRESS WEST HOSPITAL,260219,MO,READM-30-COPD-HRRP,78,,19.2893,19.9592,12,07/01/2017,12/01/2019
PROGRESS WEST HOSPITAL,260219,MO,READM-30-HF-HRRP,88,,24.9885,22.5615,29,07/01/2017,12/01/2019
PROGRESS WEST HOSPITAL,260219,MO,READM-30-HIP-KNEE-HRRP,N/A,,4.2688,3.8043,Too Few to Report,07/01/2017,12/01/2019
PROGRESS WEST HOSPITAL,260219,MO,READM-30-PN-HRRP,130,,15.8709,16.4688,18,07/01/2017,12/01/2019
ST PETERS HOSPITAL,270003,MT,READM-30-AMI-HRRP,N/A,,12.4233,12.8016,Too Few to Report,07/01/2017,12/01/2019
ST PETERS HOSPITAL,270003,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ST PETERS HOSPITAL,270003,MT,READM-30-COPD-HRRP,168,,17.7501,17.3047,32,07/01/2017,12/01/2019
ST PETERS HOSPITAL,270003,MT,READM-30-HF-HRRP,202,,17.5695,20.3852,26,07/01/2017,12/01/2019
ST PETERS HOSPITAL,270003,MT,READM-30-HIP-KNEE-HRRP,N/A,,3.0096,3.6320,Too Few to Report,07/01/2017,12/01/2019
ST PETERS HOSPITAL,270003,MT,READM-30-PN-HRRP,291,,15.2333,15.3051,44,07/01/2017,12/01/2019
BILLINGS CLINIC,270004,MT,READM-30-AMI-HRRP,394,,11.3251,13.4278,35,07/01/2017,12/01/2019
BILLINGS CLINIC,270004,MT,READM-30-CABG-HRRP,215,,9.5273,12.3789,15,07/01/2017,12/01/2019
BILLINGS CLINIC,270004,MT,READM-30-COPD-HRRP,315,,19.1155,20.0426,56,07/01/2017,12/01/2019
BILLINGS CLINIC,270004,MT,READM-30-HF-HRRP,478,,20.4143,21.8943,93,07/01/2017,12/01/2019
BILLINGS CLINIC,270004,MT,READM-30-HIP-KNEE-HRRP,403,,3.7736,4.5117,12,07/01/2017,12/01/2019
BILLINGS CLINIC,270004,MT,READM-30-PN-HRRP,534,,15.9259,16.8590,81,07/01/2017,12/01/2019
BENEFIS HOSPITALS INC,270012,MT,READM-30-AMI-HRRP,230,,11.9162,13.5902,20,07/01/2017,12/01/2019
BENEFIS HOSPITALS INC,270012,MT,READM-30-CABG-HRRP,70,,14.6545,14.1698,11,07/01/2017,12/01/2019
BENEFIS HOSPITALS INC,270012,MT,READM-30-COPD-HRRP,194,,18.1443,19.7017,28,07/01/2017,12/01/2019
BENEFIS HOSPITALS INC,270012,MT,READM-30-HF-HRRP,281,,21.1072,21.5331,58,07/01/2017,12/01/2019
BENEFIS HOSPITALS INC,270012,MT,READM-30-HIP-KNEE-HRRP,230,,4.4856,4.0814,12,07/01/2017,12/01/2019
BENEFIS HOSPITALS INC,270012,MT,READM-30-PN-HRRP,316,,15.4038,16.9240,42,07/01/2017,12/01/2019
ST. PATRICK HOSPITAL,270014,MT,READM-30-AMI-HRRP,361,,10.9389,13.2011,29,07/01/2017,12/01/2019
ST. PATRICK HOSPITAL,270014,MT,READM-30-CABG-HRRP,N/A,,9.1781,10.3565,Too Few to Report,07/01/2017,12/01/2019
ST. PATRICK HOSPITAL,270014,MT,READM-30-COPD-HRRP,150,,16.6306,17.6218,20,07/01/2017,12/01/2019
ST. PATRICK HOSPITAL,270014,MT,READM-30-HF-HRRP,403,,17.5730,19.2663,65,07/01/2017,12/01/2019
ST. PATRICK HOSPITAL,270014,MT,READM-30-HIP-KNEE-HRRP,822,,2.8856,3.1828,22,07/01/2017,12/01/2019
ST. PATRICK HOSPITAL,270014,MT,READM-30-PN-HRRP,396,,13.2220,14.0964,48,07/01/2017,12/01/2019
ST JAMES HEALTHCARE,270017,MT,READM-30-AMI-HRRP,N/A,,13.1784,13.1207,Too Few to Report,07/01/2017,12/01/2019
ST JAMES HEALTHCARE,270017,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ST JAMES HEALTHCARE,270017,MT,READM-30-COPD-HRRP,N/A,,16.3684,17.4607,Too Few to Report,07/01/2017,12/01/2019
ST JAMES HEALTHCARE,270017,MT,READM-30-HF-HRRP,180,,16.7501,18.4880,24,07/01/2017,12/01/2019
ST JAMES HEALTHCARE,270017,MT,READM-30-HIP-KNEE-HRRP,184,,4.7864,4.0019,12,07/01/2017,12/01/2019
ST JAMES HEALTHCARE,270017,MT,READM-30-PN-HRRP,233,,13.7616,15.0272,26,07/01/2017,12/01/2019
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-AMI-HRRP,N/A,,12.8855,12.8253,Too Few to Report,07/01/2017,12/01/2019
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-COPD-HRRP,65,,17.7111,17.6103,12,07/01/2017,12/01/2019
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-HF-HRRP,72,,19.9399,20.9957,11,07/01/2017,12/01/2019
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-HIP-KNEE-HRRP,376,,3.9498,3.7020,16,07/01/2017,12/01/2019
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-PN-HRRP,168,,14.4497,14.9348,22,07/01/2017,12/01/2019
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-COPD-HRRP,N/A,,18.7652,19.3285,Too Few to Report,07/01/2017,12/01/2019
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-HF-HRRP,N/A,,17.5248,18.0654,Too Few to Report,07/01/2017,12/01/2019
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-HIP-KNEE-HRRP,N/A,,3.8971,3.9772,Too Few to Report,07/01/2017,12/01/2019
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-PN-HRRP,N/A,,14.6375,15.9374,Too Few to Report,07/01/2017,12/01/2019
ST VINCENT HEALTHCARE,270049,MT,READM-30-AMI-HRRP,295,,12.8977,13.6095,35,07/01/2017,12/01/2019
ST VINCENT HEALTHCARE,270049,MT,READM-30-CABG-HRRP,148,,13.3106,13.1283,20,07/01/2017,12/01/2019
ST VINCENT HEALTHCARE,270049,MT,READM-30-COPD-HRRP,195,,16.4678,18.5275,22,07/01/2017,12/01/2019
ST VINCENT HEALTHCARE,270049,MT,READM-30-HF-HRRP,453,,18.3480,20.5047,76,07/01/2017,12/01/2019
ST VINCENT HEALTHCARE,270049,MT,READM-30-HIP-KNEE-HRRP,1038,,3.1186,3.7684,29,07/01/2017,12/01/2019
ST VINCENT HEALTHCARE,270049,MT,READM-30-PN-HRRP,501,,14.6686,15.6410,69,07/01/2017,12/01/2019
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,READM-30-AMI-HRRP,204,,12.6560,13.0727,24,07/01/2017,12/01/2019
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,READM-30-CABG-HRRP,N/A,,12.1652,11.4642,Too Few to Report,07/01/2017,12/01/2019
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,READM-30-COPD-HRRP,107,,17.9529,19.0633,14,07/01/2017,12/01/2019
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,READM-30-HF-HRRP,246,,18.3951,20.2917,39,07/01/2017,12/01/2019
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,READM-30-HIP-KNEE-HRRP,N/A,,3.0227,3.9890,Too Few to Report,07/01/2017,12/01/2019
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,READM-30-PN-HRRP,260,,14.8933,15.7056,35,07/01/2017,12/01/2019
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-AMI-HRRP,102,,11.2992,11.4070,11,07/01/2017,12/01/2019
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-COPD-HRRP,96,,19.6023,19.3418,20,07/01/2017,12/01/2019
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-HF-HRRP,216,,19.1317,19.8375,39,07/01/2017,12/01/2019
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-HIP-KNEE-HRRP,331,,3.6527,3.8818,11,07/01/2017,12/01/2019
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-PN-HRRP,224,,12.8816,14.0399,23,07/01/2017,12/01/2019
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-COPD-HRRP,N/A,,16.6644,17.5256,Too Few to Report,07/01/2017,12/01/2019
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,READM-30-PN-HRRP,N/A,,16.1248,16.3109,Too Few to Report,07/01/2017,12/01/2019
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-COPD-HRRP,N/A,,17.7254,17.8902,Too Few to Report,07/01/2017,12/01/2019
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-HF-HRRP,72,,17.5456,18.0098,11,07/01/2017,12/01/2019
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-HIP-KNEE-HRRP,N/A,,3.2261,4.0030,Too Few to Report,07/01/2017,12/01/2019
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-PN-HRRP,N/A,,12.5769,14.3760,Too Few to Report,07/01/2017,12/01/2019
BRYAN MEDICAL CENTER,280003,NE,READM-30-AMI-HRRP,550,,11.4458,13.1987,55,07/01/2017,12/01/2019
BRYAN MEDICAL CENTER,280003,NE,READM-30-CABG-HRRP,279,,9.7622,11.4002,24,07/01/2017,12/01/2019
BRYAN MEDICAL CENTER,280003,NE,READM-30-COPD-HRRP,602,,17.0292,18.7944,94,07/01/2017,12/01/2019
BRYAN MEDICAL CENTER,280003,NE,READM-30-HF-HRRP,818,,16.8423,19.6706,128,07/01/2017,12/01/2019
BRYAN MEDICAL CENTER,280003,NE,READM-30-HIP-KNEE-HRRP,553,,4.5849,4.6762,25,07/01/2017,12/01/2019
BRYAN MEDICAL CENTER,280003,NE,READM-30-PN-HRRP,984,,15.5000,16.0621,150,07/01/2017,12/01/2019
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-AMI-HRRP,156,,14.3103,14.8945,20,07/01/2017,12/01/2019
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-CABG-HRRP,51,,15.0186,12.8641,11,07/01/2017,12/01/2019
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-COPD-HRRP,90,,18.8617,20.1695,11,07/01/2017,12/01/2019
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-HF-HRRP,227,,21.1947,21.5561,47,07/01/2017,12/01/2019
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-HIP-KNEE-HRRP,N/A,,2.7134,4.2761,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-PN-HRRP,177,,16.9430,16.9404,30,07/01/2017,12/01/2019
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-AMI-HRRP,228,,14.7267,14.6194,34,07/01/2017,12/01/2019
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-CABG-HRRP,215,,11.0843,12.6674,21,07/01/2017,12/01/2019
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-COPD-HRRP,230,,20.4490,20.9127,45,07/01/2017,12/01/2019
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-HF-HRRP,577,,22.4798,22.3818,130,07/01/2017,12/01/2019
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-HIP-KNEE-HRRP,N/A,,3.6491,4.1998,Too Few to Report,07/01/2017,12/01/2019
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-PN-HRRP,419,,17.7521,17.8453,74,07/01/2017,12/01/2019
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-AMI-HRRP,N/A,,15.7030,16.6231,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-COPD-HRRP,120,,18.6646,19.8424,17,07/01/2017,12/01/2019
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-HF-HRRP,263,,20.4201,21.2858,51,07/01/2017,12/01/2019
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-HIP-KNEE-HRRP,353,,4.6940,5.4082,14,07/01/2017,12/01/2019
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-PN-HRRP,294,,14.8463,15.6410,40,07/01/2017,12/01/2019
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-AMI-HRRP,N/A,,13.0669,13.5085,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-COPD-HRRP,187,,18.6490,19.2648,32,07/01/2017,12/01/2019
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-HF-HRRP,291,,17.7289,20.6105,42,07/01/2017,12/01/2019
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-HIP-KNEE-HRRP,427,,4.1317,4.5297,16,07/01/2017,12/01/2019
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-PN-HRRP,416,,15.3093,17.0535,56,07/01/2017,12/01/2019
MARY LANNING HEALTHCARE,280032,NE,READM-30-AMI-HRRP,N/A,,14.0450,14.1723,Too Few to Report,07/01/2017,12/01/2019
MARY LANNING HEALTHCARE,280032,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MARY LANNING HEALTHCARE,280032,NE,READM-30-COPD-HRRP,121,,18.4810,18.3449,23,07/01/2017,12/01/2019
MARY LANNING HEALTHCARE,280032,NE,READM-30-HF-HRRP,212,,21.0742,20.6512,46,07/01/2017,12/01/2019
MARY LANNING HEALTHCARE,280032,NE,READM-30-HIP-KNEE-HRRP,N/A,,3.7246,4.5019,Too Few to Report,07/01/2017,12/01/2019
MARY LANNING HEALTHCARE,280032,NE,READM-30-PN-HRRP,198,,15.4762,16.0673,28,07/01/2017,12/01/2019
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-AMI-HRRP,202,,12.4221,13.5915,20,07/01/2017,12/01/2019
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-CABG-HRRP,187,,9.1955,11.8167,12,07/01/2017,12/01/2019
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-COPD-HRRP,387,,18.6236,18.6393,72,07/01/2017,12/01/2019
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-HF-HRRP,440,,19.5098,20.7091,82,07/01/2017,12/01/2019
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-HIP-KNEE-HRRP,1092,,3.1440,3.7994,31,07/01/2017,12/01/2019
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-PN-HRRP,746,,14.8241,16.0511,105,07/01/2017,12/01/2019
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-AMI-HRRP,315,,13.0897,14.3536,36,07/01/2017,12/01/2019
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-CABG-HRRP,N/A,,10.6155,12.9206,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-COPD-HRRP,117,,18.0598,18.2948,20,07/01/2017,12/01/2019
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-HF-HRRP,465,,23.0368,21.7339,111,07/01/2017,12/01/2019
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-HIP-KNEE-HRRP,N/A,,4.4573,4.6709,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-PN-HRRP,445,,16.4142,17.3652,69,07/01/2017,12/01/2019
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-COPD-HRRP,148,,19.0762,19.1268,28,07/01/2017,12/01/2019
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-HF-HRRP,167,,20.7943,20.7077,35,07/01/2017,12/01/2019
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-HIP-KNEE-HRRP,N/A,,4.2215,4.1314,Too Few to Report,07/01/2017,12/01/2019
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-PN-HRRP,289,,15.0126,15.3135,42,07/01/2017,12/01/2019
GREAT PLAINS HEALTH,280065,NE,READM-30-AMI-HRRP,170,,13.0749,14.5724,16,07/01/2017,12/01/2019
GREAT PLAINS HEALTH,280065,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
GREAT PLAINS HEALTH,280065,NE,READM-30-COPD-HRRP,189,,20.5419,20.7317,38,07/01/2017,12/01/2019
GREAT PLAINS HEALTH,280065,NE,READM-30-HF-HRRP,286,,22.6569,22.5891,65,07/01/2017,12/01/2019
GREAT PLAINS HEALTH,280065,NE,READM-30-HIP-KNEE-HRRP,287,,4.2989,4.1417,13,07/01/2017,12/01/2019
GREAT PLAINS HEALTH,280065,NE,READM-30-PN-HRRP,414,,17.3946,16.6873,75,07/01/2017,12/01/2019
METHODIST FREMONT HEALTH,280077,NE,READM-30-AMI-HRRP,N/A,,13.4893,14.0310,Too Few to Report,07/01/2017,12/01/2019
METHODIST FREMONT HEALTH,280077,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
METHODIST FREMONT HEALTH,280077,NE,READM-30-COPD-HRRP,191,,17.4076,18.5014,28,07/01/2017,12/01/2019
METHODIST FREMONT HEALTH,280077,NE,READM-30-HF-HRRP,136,,18.7795,19.8527,22,07/01/2017,12/01/2019
METHODIST FREMONT HEALTH,280077,NE,READM-30-HIP-KNEE-HRRP,N/A,,4.2243,4.3441,Too Few to Report,07/01/2017,12/01/2019
METHODIST FREMONT HEALTH,280077,NE,READM-30-PN-HRRP,143,,14.2698,15.2073,16,07/01/2017,12/01/2019
CHI HEALTH IMMANUEL,280081,NE,READM-30-AMI-HRRP,N/A,,13.3814,13.7353,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH IMMANUEL,280081,NE,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHI HEALTH IMMANUEL,280081,NE,READM-30-COPD-HRRP,75,,21.0234,20.9692,16,07/01/2017,12/01/2019
CHI HEALTH IMMANUEL,280081,NE,READM-30-HF-HRRP,177,,19.2760,21.1860,28,07/01/2017,12/01/2019
CHI HEALTH IMMANUEL,280081,NE,READM-30-HIP-KNEE-HRRP,N/A,,5.0203,4.6902,Too Few to Report,07/01/2017,12/01/2019
CHI HEALTH IMMANUEL,280081,NE,READM-30-PN-HRRP,161,,16.6905,16.2002,29,07/01/2017,12/01/2019
